timestep,level,spawn_radius_min,spawn_radius_max,platform_speed_range,successes,episodes,success_rate,mean_success_distance_cm,mean_return,near_miss,timeout,below_platform,tilt_bound,position_bound,terminated_no_reason
125000,1,0.11,0.14,0.0,0,20,0.0,,-6.577319,0,20,0,0,0,0
130000,1,0.11,0.14,0.0,0,20,0.0,,-8.190398,4,20,0,0,0,0
135000,1,0.11,0.14,0.0,0,20,0.0,,-7.052565,0,20,0,0,0,0
140000,1,0.11,0.14,0.0,0,20,0.0,,-6.993292,0,20,0,0,0,0
145000,1,0.11,0.14,0.0,0,20,0.0,,-7.592504,0,20,0,0,0,0
150000,1,0.11,0.14,0.0,0,20,0.0,,-7.155528,0,20,0,0,0,0
155000,1,0.11,0.14,0.0,0,20,0.0,,-9.173793,0,20,0,0,0,0
160000,1,0.11,0.14,0.0,0,20,0.0,,-6.785711,0,20,0,0,0,0
165000,1,0.11,0.14,0.0,1,20,5.0,8.2386,-5.080049,0,19,0,0,0,0
170000,1,0.11,0.14,0.0,0,20,0.0,,-6.949957,0,20,0,0,0,0
175000,1,0.11,0.14,0.0,0,20,0.0,,-6.594525,0,20,0,0,0,0
180000,1,0.11,0.14,0.0,0,20,0.0,,-6.802402,0,20,0,0,0,0
185000,1,0.11,0.14,0.0,0,20,0.0,,-7.019749,1,20,0,0,0,0
190000,1,0.11,0.14,0.0,0,20,0.0,,-7.048518,2,20,0,0,0,0
195000,1,0.11,0.14,0.0,0,20,0.0,,-7.195392,0,20,0,0,0,0
200000,1,0.11,0.14,0.0,0,20,0.0,,-7.316828,2,19,1,0,0,0
205000,1,0.11,0.14,0.0,5,20,25.0,8.6535,-0.83925,5,15,0,0,0,0
210000,1,0.11,0.14,0.0,10,20,50.0,4.0708,6.338671,10,10,0,0,0,0
215000,1,0.11,0.14,0.0,16,20,80.0,7.3893,13.255038,4,4,0,0,0,0
220000,1,0.11,0.14,0.0,0,20,0.0,,-10.802331,19,6,14,0,0,0
225000,1,0.11,0.14,0.0,0,20,0.0,,-9.389889,15,19,1,0,0,0
230000,1,0.11,0.14,0.0,6,20,30.0,5.5975,0.761368,14,14,0,0,0,0
235000,1,0.11,0.14,0.0,2,20,10.0,6.3529,-7.488993,17,17,1,0,0,0
240000,1,0.11,0.14,0.0,13,20,65.0,8.1531,9.016495,6,7,0,0,0,0
245000,1,0.11,0.14,0.0,18,20,90.0,7.0752,15.88791,2,1,1,0,0,0
250000,2,0.11,0.16,0.0,0,20,0.0,,-16.166408,16,9,10,1,0,0
255000,2,0.11,0.16,0.0,0,20,0.0,,-8.782774,6,16,4,0,0,0
260000,2,0.11,0.16,0.0,1,20,5.0,2.1811,-6.806864,2,17,1,1,0,0
265000,2,0.11,0.16,0.0,14,20,70.0,4.4183,11.49089,6,6,0,0,0,0
270000,2,0.11,0.16,0.0,14,20,70.0,4.7524,10.187095,6,3,1,2,0,0
275000,2,0.11,0.16,0.0,13,20,65.0,6.6654,8.749792,7,7,0,0,0,0
280000,2,0.11,0.16,0.0,13,20,65.0,8.4222,8.715132,7,7,0,0,0,0
285000,2,0.11,0.16,0.0,15,20,75.0,7.884,11.255205,5,5,0,0,0,0
290000,2,0.11,0.16,0.0,9,20,45.0,7.5149,4.947076,11,11,0,0,0,0
295000,2,0.11,0.16,0.0,17,20,85.0,7.7697,14.780938,3,3,0,0,0,0
300000,2,0.11,0.16,0.0,9,20,45.0,7.7132,3.585733,11,11,0,0,0,0
305000,2,0.11,0.16,0.0,0,20,0.0,,-11.577956,19,14,6,0,0,0
310000,2,0.11,0.16,0.0,2,20,10.0,9.1961,-11.220182,17,13,5,0,0,0
315000,2,0.11,0.16,0.0,9,20,45.0,5.121,2.194921,11,11,0,0,0,0
320000,2,0.11,0.16,0.0,18,20,90.0,7.4375,15.170641,2,2,0,0,0,0
325000,3,0.11,0.18,0.0,12,20,60.0,7.4274,6.921865,8,8,0,0,0,0
330000,3,0.11,0.18,0.0,13,20,65.0,6.2453,8.9732,7,7,0,0,0,0
335000,3,0.11,0.18,0.0,13,20,65.0,5.6228,9.001073,7,7,0,0,0,0
340000,3,0.11,0.18,0.0,15,20,75.0,6.1062,12.477382,5,5,0,0,0,0
345000,3,0.11,0.18,0.0,15,20,75.0,5.8623,12.324479,5,5,0,0,0,0
350000,3,0.11,0.18,0.0,14,20,70.0,6.3718,10.628308,6,6,0,0,0,0
355000,3,0.11,0.18,0.0,16,20,80.0,7.6676,13.19212,4,4,0,0,0,0
360000,3,0.11,0.18,0.0,12,20,60.0,6.4525,8.744204,8,8,0,0,0,0
365000,3,0.11,0.18,0.0,11,20,55.0,6.2268,7.537624,9,9,0,0,0,0
370000,3,0.11,0.18,0.0,9,20,45.0,5.3096,4.97706,11,11,0,0,0,0
375000,3,0.11,0.18,0.0,7,20,35.0,4.3301,0.59693,13,10,3,0,0,0
380000,3,0.11,0.18,0.0,9,20,45.0,5.8593,4.660025,11,11,0,0,0,0
385000,3,0.11,0.18,0.0,18,20,90.0,5.2842,16.63168,2,2,0,0,0,0
390000,4,0.11,0.2,0.0,8,20,40.0,4.671,3.791842,12,12,0,0,0,0
395000,4,0.11,0.2,0.0,8,20,40.0,7.1453,3.731485,12,12,0,0,0,0
400000,4,0.11,0.2,0.0,4,20,20.0,9.2514,-4.915834,16,12,4,0,0,0
405000,4,0.11,0.2,0.0,7,20,35.0,6.2218,0.931937,13,8,5,0,0,0
410000,4,0.11,0.2,0.0,10,20,50.0,6.6709,5.181042,10,9,0,1,0,0
415000,4,0.11,0.2,0.0,4,20,20.0,7.6577,-10.843288,11,12,4,0,0,0
420000,4,0.11,0.2,0.0,16,20,80.0,6.907,13.567689,4,4,0,0,0,0
425000,4,0.11,0.2,0.0,11,20,55.0,6.061,7.588244,9,9,0,0,0,0
430000,4,0.11,0.2,0.0,13,20,65.0,5.7613,9.926808,7,7,0,0,0,0
435000,4,0.11,0.2,0.0,11,20,55.0,4.3291,5.88707,8,8,1,0,0,0
440000,4,0.11,0.2,0.0,11,20,55.0,4.7859,4.617913,9,5,4,0,0,0
445000,4,0.11,0.2,0.0,0,20,0.0,,-12.756794,18,5,15,0,0,0
450000,4,0.11,0.2,0.0,1,20,5.0,9.2518,-10.88176,15,10,9,0,0,0
455000,4,0.11,0.2,0.0,3,20,15.0,9.6215,-9.108827,17,6,10,1,0,0
460000,4,0.11,0.2,0.0,13,20,65.0,5.3488,8.050614,7,2,4,1,0,0
465000,4,0.11,0.2,0.0,5,20,25.0,7.552,-1.272341,15,9,6,0,0,0
470000,4,0.11,0.2,0.0,10,20,50.0,6.0612,4.767077,10,8,2,0,0,0
475000,4,0.11,0.2,0.0,14,20,70.0,5.3621,11.155305,6,6,0,0,0,0
480000,4,0.11,0.2,0.0,4,20,20.0,9.8177,-5.973968,15,5,11,0,0,0
485000,4,0.11,0.2,0.0,16,20,80.0,7.2789,13.164462,4,4,0,0,0,0
490000,4,0.11,0.2,0.0,14,20,70.0,7.9626,9.897607,6,3,3,0,0,0
495000,4,0.11,0.2,0.0,12,20,60.0,5.9952,8.626599,8,7,1,0,0,0
500000,4,0.11,0.2,0.0,14,20,70.0,6.2844,11.270061,6,6,0,0,0,0
505000,4,0.11,0.2,0.0,14,20,70.0,6.2237,11.336947,6,6,0,0,0,0
510000,4,0.11,0.2,0.0,14,20,70.0,4.484,11.467504,6,6,0,0,0,0
515000,4,0.11,0.2,0.0,10,20,50.0,8.468,5.682554,10,7,3,0,0,0
520000,4,0.11,0.2,0.0,14,20,70.0,8.9659,11.071237,6,6,0,0,0,0
525000,4,0.11,0.2,0.0,9,20,45.0,7.9038,4.347693,10,9,2,0,0,0
530000,4,0.11,0.2,0.0,15,20,75.0,5.7669,12.374977,5,4,1,0,0,0
535000,4,0.11,0.2,0.0,2,20,10.0,8.4838,-4.351178,18,18,0,0,0,0
540000,4,0.11,0.2,0.0,15,20,75.0,6.0911,12.072225,5,4,1,0,0,0
545000,4,0.11,0.2,0.0,19,20,95.0,7.5066,17.317035,1,1,0,0,0,0
550000,5,0.11,0.23,0.0,10,20,50.0,6.9761,6.436055,10,10,0,0,0,0
555000,5,0.11,0.23,0.0,3,20,15.0,8.9167,-3.507181,17,16,1,0,0,0
560000,5,0.11,0.23,0.0,17,20,85.0,5.1487,15.382284,3,3,0,0,0,0
565000,5,0.11,0.23,0.0,10,20,50.0,7.6352,6.233991,10,10,0,0,0,0
570000,5,0.11,0.23,0.0,12,20,60.0,5.6538,7.915271,8,7,1,0,0,0
575000,5,0.11,0.23,0.0,16,20,80.0,5.5746,14.102471,4,4,0,0,0,0
580000,5,0.11,0.23,0.0,16,20,80.0,6.3293,13.590877,4,3,1,0,0,0
585000,5,0.11,0.23,0.0,13,20,65.0,4.7145,10.406388,7,7,0,0,0,0
590000,5,0.11,0.23,0.0,13,20,65.0,6.7025,10.054544,7,7,0,0,0,0
595000,5,0.11,0.23,0.0,12,20,60.0,7.2259,8.71514,8,8,0,0,0,0
600000,5,0.11,0.23,0.0,5,20,25.0,7.5024,-0.411243,15,15,0,0,0,0
