condition,episode,seed,success,near_miss,truncation_reason,final_d_target_cm,steps,blind_fraction,steps_before_first_detection,ever_detected,longest_blind_run,mean_blind_run,pos_err_mean_m,vel_err_mean_ms,blind_runs
hold,20,9020,False,True,timeout,27.3391,301,0.8472,0,True,250,85.0,0.01418,0.15004,3;2;250
hold,21,9021,False,True,timeout,14.3701,301,0.6312,0,True,187,95.0,0.01915,0.33111,3;187
hold,22,9022,False,True,below_platform,102.9168,187,0.7059,0,True,126,66.0,0.0091,0.20119,6;126
hold,23,9023,False,True,timeout,12.5583,301,0.7674,0,True,229,115.5,0.0121,0.21617,2;229
hold,24,9024,False,True,below_platform,89.1123,133,0.7444,0,True,68,19.8,0.01075,0.20492,11;3;8;9;68
hold,25,9025,False,True,below_platform,43.9028,114,0.5,0,True,42,14.25,0.01094,0.18046,3;3;9;42
hold,26,9026,False,True,timeout,11.9861,301,0.814,0,True,242,122.5,0.01411,0.18582,3;242
hold,27,9027,False,True,timeout,349.8581,301,0.8239,0,True,238,124.0,0.01177,0.14875,10;238
hold,28,9028,False,True,below_platform,74.5503,123,0.5528,0,True,68,68.0,0.00998,0.20274,68
hold,29,9029,False,True,timeout,15.1855,301,0.8206,0,True,246,123.5,0.00873,0.13882,1;246
hold,30,9030,False,True,timeout,22.6326,301,0.8272,0,True,247,83.0,0.00995,0.13357,1;1;247
hold,31,9031,False,True,timeout,14.6646,301,0.9103,0,True,272,91.333,0.01812,0.13506,1;1;272
hold,32,9032,False,True,timeout,18.6567,301,0.8239,0,True,248,248.0,0.01071,0.16092,248
hold,33,9033,False,True,below_platform,46.5035,104,0.4327,0,True,45,45.0,0.01244,0.197,45
hold,34,9034,False,True,below_platform,48.3121,91,0.5385,0,True,49,49.0,0.01151,0.13104,49
hold,35,9035,False,True,below_platform,50.1705,148,0.7027,0,True,87,20.8,0.01565,0.22757,2;5;3;7;87
hold,36,9036,False,True,timeout,27.3558,301,0.7907,0,True,236,119.0,0.01191,0.19596,2;236
hold,37,9037,False,True,below_platform,50.7488,152,0.4671,0,True,59,11.833,0.01375,0.24033,2;2;1;6;1;59
hold,38,9038,False,True,below_platform,62.1694,164,0.5976,0,True,93,24.5,0.01831,0.22705,1;2;2;93
hold,39,9039,False,True,timeout,13.1516,301,0.8538,0,True,256,128.5,0.01854,0.20766,1;256
hold,40,9040,False,True,below_platform,44.3289,128,0.5078,0,True,63,32.5,0.0141,0.20866,2;63
hold,41,9041,False,True,below_platform,96.4692,133,0.6015,0,True,80,80.0,0.01194,0.19142,80
hold,42,9042,False,False,timeout,314.3513,301,0.7907,0,True,238,238.0,0.01299,0.2199,238
hold,43,9043,False,True,below_platform,57.3858,111,0.5766,0,True,45,32.0,0.01255,0.15475,19;45
hold,44,9044,False,True,below_platform,43.4042,96,0.5521,0,True,53,53.0,0.01279,0.13275,53
hold,45,9045,False,True,below_platform,47.9535,104,0.6058,0,True,62,31.5,0.01533,0.18828,1;62
hold,46,9046,False,False,timeout,335.7831,301,0.7874,0,True,232,79.0,0.0124,0.21862,4;1;232
hold,47,9047,True,False,,6.9097,87,0.4368,0,True,38,38.0,0.01471,0.18641,38
hold,48,9048,False,True,timeout,24.6708,301,0.8738,0,True,244,87.667,0.01577,0.19944,6;13;244
hold,49,9049,False,True,below_platform,48.1756,107,0.5234,0,True,56,56.0,0.00969,0.14898,56
predict,0,9000,True,False,,5.3473,105,0.4095,0,True,40,21.5,0.01348,0.22163,3;40
predict,1,9001,True,False,,6.0384,93,0.4624,0,True,43,43.0,0.01291,0.18444,43
predict,2,9002,True,False,,2.2937,87,0.3793,0,True,33,33.0,0.0091,0.18969,33
predict,3,9003,True,False,,2.6619,99,0.303,0,True,29,15.0,0.01185,0.16291,1;29
predict,4,9004,False,True,timeout,26.8844,301,0.8837,0,True,266,266.0,0.01228,0.15278,266
predict,5,9005,False,True,timeout,61.5625,301,0.8738,0,True,256,131.5,0.01614,0.17285,7;256
predict,6,9006,False,False,timeout,107.2814,301,0.8372,0,True,252,252.0,0.01356,0.20632,252
predict,7,9007,True,False,,9.4337,97,0.299,0,True,29,29.0,0.01028,0.18484,29
predict,8,9008,True,False,,4.8548,94,0.3191,0,True,28,15.0,0.01096,0.17756,2;28
predict,9,9009,True,False,,8.5875,84,0.4762,0,True,28,10.0,0.01195,0.16484,4;7;1;28
predict,10,9010,False,True,below_platform,52.5641,160,0.6312,0,True,97,50.5,0.01284,0.20491,4;97
predict,11,9011,True,False,,7.1458,89,0.4944,0,True,44,44.0,0.01434,0.10567,44
predict,12,9012,True,False,,5.5743,86,0.4419,0,True,34,19.0,0.01294,0.13863,4;34
predict,13,9013,True,False,,3.1297,108,0.3519,0,True,37,19.0,0.01415,0.18135,1;37
predict,14,9014,False,False,timeout,126.472,301,0.7807,0,True,227,78.333,0.01184,0.19521,1;7;227
predict,15,9015,False,False,timeout,107.9466,301,0.7841,0,True,236,236.0,0.01027,0.16713,236
predict,16,9016,False,True,timeout,85.9343,301,0.6346,0,True,187,95.5,0.01484,0.24985,4;187
predict,17,9017,True,False,,10.1225,97,0.4948,0,True,35,16.0,0.01067,0.18851,10;3;35
predict,18,9018,False,True,below_platform,37.1581,91,0.8901,0,True,73,40.5,0.01148,0.18854,8;73
predict,19,9019,False,True,timeout,94.377,301,0.8605,0,True,237,86.333,0.01037,0.17956,6;16;237
predict,20,9020,True,False,,6.5929,87,0.4368,0,True,35,19.0,0.01431,0.17249,3;35
predict,21,9021,False,False,timeout,47.769,301,0.6179,0,True,180,46.5,0.01917,0.33214,3;1;2;180
predict,22,9022,False,True,timeout,252.7537,301,0.8206,0,True,232,82.333,0.00932,0.20275,6;9;232
predict,23,9023,True,False,,7.9564,105,0.3333,0,True,33,17.5,0.0121,0.21618,2;33
predict,24,9024,True,False,,6.6436,91,0.4835,0,True,34,14.667,0.01007,0.12345,7;3;34
predict,25,9025,True,False,,8.7945,99,0.5455,0,True,33,7.714,0.01269,0.18612,3;3;2;2;3;8;33
predict,26,9026,True,False,,1.4569,87,0.3218,0,True,25,14.0,0.01391,0.18354,3;25
predict,27,9027,True,False,,5.1247,85,0.3765,0,True,24,16.0,0.01185,0.14013,8;24
predict,28,9028,True,False,,5.9207,90,0.3556,0,True,29,16.0,0.00964,0.19639,3;29
predict,29,9029,False,True,below_platform,42.5788,268,0.7985,0,True,213,107.0,0.00873,0.13878,1;213
predict,30,9030,False,True,below_platform,70.0297,100,0.45,0,True,43,22.5,0.00988,0.14221,2;43
predict,31,9031,True,False,,5.2161,180,0.8333,0,True,111,37.5,0.0178,0.15551,1;3;111;35
predict,32,9032,True,False,,3.8017,91,0.4176,0,True,38,38.0,0.01071,0.16092,38
predict,33,9033,True,False,,5.4029,90,0.3444,0,True,31,31.0,0.01244,0.197,31
predict,34,9034,False,True,below_platform,37.9877,120,0.6167,0,True,65,37.0,0.01085,0.13077,9;65
predict,35,9035,False,True,timeout,17.0632,301,0.8472,0,True,248,85.0,0.01554,0.20461,2;5;248
predict,36,9036,True,False,,4.9828,98,0.3265,0,True,30,16.0,0.0105,0.16603,2;30
predict,37,9037,False,False,timeout,22.2303,301,0.7309,0,True,107,24.444,0.01415,0.20002,2;3;2;2;107;15;7;1;81
predict,38,9038,False,False,timeout,35.1665,301,0.7874,0,True,230,59.25,0.01846,0.23051,1;3;3;230
predict,39,9039,True,False,,7.8376,87,0.4483,0,True,36,9.75,0.01686,0.12388,1;1;1;36
predict,40,9040,True,False,,8.3014,105,0.4,0,True,40,21.0,0.0141,0.20791,2;40
predict,41,9041,False,True,below_platform,51.4555,255,0.7922,0,True,202,202.0,0.01194,0.19142,202
predict,42,9042,True,False,,4.8549,102,0.3824,0,True,39,39.0,0.01299,0.2199,39
predict,43,9043,True,False,,9.0178,83,0.4578,0,True,38,38.0,0.01269,0.15229,38
predict,44,9044,False,True,below_platform,62.1282,261,0.8352,0,True,218,218.0,0.01279,0.13275,218
predict,45,9045,False,False,timeout,53.3843,301,0.5316,0,True,122,32.0,0.02389,0.2932,1;122;21;11;5
predict,46,9046,True,False,,6.4719,98,0.3571,0,True,30,11.667,0.01224,0.20736,4;1;30
predict,47,9047,True,False,,3.9972,84,0.4167,0,True,35,35.0,0.01471,0.18641,35
predict,48,9048,True,False,,7.5586,95,0.4737,0,True,37,15.0,0.01458,0.18904,6;2;37
predict,49,9049,True,False,,7.079,84,0.3929,0,True,33,33.0,0.00969,0.14898,33
