condition,episode,seed,success,near_miss,truncation_reason,final_d_target_cm,steps,blind_fraction,steps_before_first_detection,ever_detected,longest_blind_run,mean_blind_run,pos_err_mean_m,vel_err_mean_ms,blind_runs
privileged,30,9030,True,False,,4.644,73,0.4521,0,True,33,33.0,0.01176,0.18012,33
privileged,31,9031,True,False,,8.5062,125,0.792,0,True,99,99.0,0.01902,0.12866,99
privileged,32,9032,True,False,,5.8846,86,0.4302,0,True,37,37.0,0.01156,0.21472,37
privileged,33,9033,True,False,,1.6648,73,0.4795,0,True,33,17.5,0.01245,0.17109,2;33
privileged,34,9034,True,False,,1.5001,72,0.3611,0,True,26,26.0,0.01164,0.27411,26
privileged,35,9035,True,False,,9.6712,115,0.7565,0,True,74,29.0,0.01414,0.24949,11;2;74
privileged,36,9036,True,False,,1.8605,72,0.4306,0,True,24,15.5,0.01141,0.26205,7;24
privileged,37,9037,True,False,,2.3078,74,0.6486,0,True,26,9.6,0.01152,0.22865,8;2;8;4;26
privileged,38,9038,True,False,,2.9606,84,0.4405,0,True,37,37.0,0.01925,0.27653,37
privileged,39,9039,True,False,,9.0187,77,0.6494,0,True,45,25.0,0.0204,0.20067,5;45
privileged,40,9040,True,False,,6.4234,100,0.68,0,True,63,22.667,0.01384,0.13698,4;1;63
privileged,41,9041,True,False,,3.1525,72,0.375,0,True,25,13.5,0.01071,0.2545,2;25
privileged,42,9042,True,False,,3.3248,74,0.5,0,True,37,37.0,0.01416,0.16525,37
privileged,43,9043,True,False,,8.4879,81,0.4444,0,True,36,36.0,0.01224,0.20829,36
privileged,44,9044,True,False,,1.2978,73,0.3014,0,True,22,22.0,0.01062,0.15258,22
privileged,45,9045,True,False,,4.8768,133,0.6316,0,True,83,42.0,0.01494,0.17196,1;83
privileged,46,9046,True,False,,2.7076,75,0.5467,0,True,37,20.5,0.01314,0.20316,4;37
privileged,47,9047,True,False,,3.629,72,0.5,0,True,36,36.0,0.01498,0.20979,36
privileged,48,9048,True,False,,5.3332,73,0.4521,0,True,33,33.0,0.01488,0.19052,33
privileged,49,9049,True,False,,2.8647,73,0.4247,0,True,31,31.0,0.01086,0.17374,31
hold,0,9000,True,False,,3.6448,96,0.5312,0,True,41,17.0,0.01442,0.21068,3;7;41
hold,1,9001,False,True,below_platform,64.0057,104,0.5769,0,True,60,60.0,0.01231,0.16025,60
hold,2,9002,False,True,below_platform,67.6011,101,0.5842,0,True,59,59.0,0.00957,0.14984,59
hold,3,9003,False,False,timeout,276.5165,301,0.7575,0,True,225,76.0,0.01198,0.15793,2;1;225
hold,4,9004,False,True,below_platform,54.6468,124,0.6532,0,True,64,40.5,0.01249,0.18207,17;64
hold,5,9005,True,False,,8.9919,86,0.3488,0,True,30,30.0,0.01508,0.20557,30
hold,6,9006,False,True,timeout,17.773,301,0.8372,0,True,250,126.0,0.0124,0.19726,2;250
hold,7,9007,True,False,,3.7483,90,0.3222,0,True,29,29.0,0.01072,0.20076,29
hold,8,9008,False,True,below_platform,61.1871,128,0.5312,0,True,68,68.0,0.01268,0.24089,68
hold,9,9009,False,False,timeout,443.463,301,0.8239,0,True,242,82.667,0.0108,0.15738,5;1;242
hold,10,9010,False,True,timeout,23.1568,301,0.8771,0,True,255,66.0,0.01431,0.12572,3;5;1;255
hold,11,9011,False,True,timeout,21.0064,301,0.8704,0,True,262,262.0,0.01729,0.28022,262
hold,12,9012,False,True,below_platform,155.9124,171,0.7193,0,True,115,61.5,0.01114,0.14778,8;115
hold,13,9013,False,True,timeout,11.1195,301,0.7741,0,True,219,46.6,0.01415,0.19015,1;9;1;3;219
hold,14,9014,False,True,timeout,20.3497,301,0.7442,0,True,212,74.667,0.01126,0.16753,2;10;212
hold,15,9015,False,True,timeout,22.3737,301,0.8007,0,True,240,120.5,0.0116,0.24379,1;240
hold,16,9016,False,True,timeout,15.1892,301,0.7276,0,True,205,73.0,0.01232,0.2052,8;6;205
hold,17,9017,False,False,timeout,366.3549,301,0.8638,0,True,251,130.0,0.01007,0.20219,9;251
hold,18,9018,False,True,below_platform,60.0946,108,0.8981,0,True,92,32.333,0.01232,0.18431,1;4;92
hold,19,9019,False,True,timeout,11.9462,301,0.8007,0,True,172,48.2,0.01008,0.24161,8;10;29;22;172
hold,20,9020,False,True,below_platform,73.8746,117,0.7778,0,True,87,45.5,0.01656,0.16281,4;87
hold,21,9021,False,False,timeout,20.2264,301,0.0698,0,True,21,21.0,0.02682,0.38146,21
hold,22,9022,False,False,timeout,434.9706,301,0.8239,0,True,248,248.0,0.00869,0.21402,248
hold,23,9023,True,False,,4.1337,215,0.1116,0,True,22,12.0,0.01113,0.18382,2;22
hold,24,9024,False,True,timeout,14.5555,301,0.814,0,True,232,81.667,0.01037,0.18055,7;6;232
hold,25,9025,False,True,timeout,22.422,301,0.8472,0,True,239,51.0,0.0107,0.15074,3;1;1;11;239
hold,26,9026,False,True,timeout,328.537,301,0.8505,0,True,256,256.0,0.01502,0.20379,256
hold,27,9027,False,False,timeout,211.6717,301,0.7874,0,True,236,118.5,0.01199,0.20519,1;236
hold,28,9028,False,True,below_platform,40.3008,110,0.4909,0,True,48,27.0,0.01089,0.22396,6;48
hold,29,9029,True,False,,6.0165,79,0.3418,0,True,25,9.0,0.01001,0.17039,1;1;25
hold,30,9030,False,True,timeout,19.3621,301,0.8272,0,True,245,124.5,0.00964,0.15744,4;245
hold,31,9031,False,True,timeout,25.5409,301,0.9203,0,True,274,138.5,0.01917,0.16354,3;274
hold,32,9032,True,False,,1.6873,100,0.41,0,True,29,20.5,0.01093,0.17071,12;29
hold,33,9033,False,False,timeout,306.8371,301,0.8405,0,True,241,84.333,0.01414,0.24955,3;9;241
hold,34,9034,False,True,timeout,13.6901,301,0.8272,0,True,249,249.0,0.01114,0.16618,249
hold,35,9035,False,True,timeout,27.0726,301,0.8106,0,True,231,48.8,0.01716,0.24574,2;4;3;4;231
hold,36,9036,False,True,below_platform,52.2659,91,0.6154,0,True,42,14.0,0.01313,0.12946,3;2;9;42
hold,37,9037,False,True,timeout,28.2163,301,0.8272,0,True,223,83.0,0.0114,0.23351,10;16;223
hold,38,9038,False,False,timeout,82.0068,301,0.8206,0,True,247,247.0,0.01688,0.22163,247
hold,39,9039,False,False,timeout,263.3134,301,0.8571,0,True,244,64.5,0.01801,0.18725,1;2;11;244
hold,40,9040,False,True,timeout,13.2636,301,0.8704,0,True,262,262.0,0.01367,0.16508,262
hold,41,9041,True,False,,3.9447,91,0.4505,0,True,41,41.0,0.01205,0.18712,41
hold,42,9042,False,True,below_platform,85.0096,133,0.7368,0,True,89,49.0,0.01498,0.21342,9;89
hold,43,9043,False,True,timeout,18.6909,301,0.7973,0,True,240,240.0,0.01222,0.19653,240
hold,44,9044,False,True,timeout,20.511,301,0.8571,0,True,258,258.0,0.01259,0.18334,258
hold,45,9045,True,False,,8.4113,119,0.4034,0,True,34,9.6,0.01471,0.17104,4;3;5;2;34
hold,46,9046,False,False,timeout,433.8709,301,0.8605,0,True,247,86.333,0.01182,0.15027,8;4;247
hold,47,9047,False,True,below_platform,46.993,147,0.4558,0,True,39,13.4,0.01101,0.18181,4;1;11;12;39
hold,48,9048,False,False,timeout,130.2943,301,0.8106,0,True,236,81.333,0.01346,0.17026,3;5;236
hold,49,9049,False,False,timeout,331.7157,301,0.8372,0,True,246,126.0,0.01108,0.21538,6;246
predict,0,9000,True,False,,3.6964,83,0.494,0,True,28,10.25,0.01226,0.15425,3;2;8;28
predict,1,9001,False,True,below_platform,54.1388,292,0.8493,0,True,248,248.0,0.01231,0.16025,248
predict,2,9002,True,False,,8.9867,72,0.4167,0,True,30,30.0,0.00957,0.14984,30
predict,3,9003,True,False,,9.3298,114,0.2982,0,True,31,17.0,0.01248,0.18353,3;31
predict,4,9004,False,True,timeout,38.5961,301,0.8605,0,True,259,259.0,0.01262,0.1845,259
predict,5,9005,False,True,below_platform,47.4531,149,0.6242,0,True,93,93.0,0.01508,0.20557,93
predict,6,9006,True,False,,2.4757,79,0.3797,0,True,28,15.0,0.0124,0.19729,2;28
predict,7,9007,True,False,,5.0503,89,0.3146,0,True,28,28.0,0.01072,0.20076,28
predict,8,9008,False,True,below_platform,58.3593,164,0.622,0,True,99,51.0,0.01243,0.23698,3;99
predict,9,9009,True,False,,3.4662,89,0.3596,0,True,28,16.0,0.01216,0.17281,4;28
predict,10,9010,True,False,,6.1613,76,0.5789,0,True,41,22.0,0.01601,0.13211,3;41
predict,11,9011,True,False,,4.3869,90,0.5667,0,True,51,51.0,0.01729,0.28022,51
predict,12,9012,True,False,,3.9242,78,0.4487,0,True,35,35.0,0.01185,0.14817,35
predict,13,9013,True,False,,7.2206,125,0.232,0,True,28,14.5,0.01304,0.24809,1;28
predict,14,9014,True,False,,6.4832,141,0.4113,0,True,46,14.5,0.01219,0.19603,5;4;3;46
predict,15,9015,True,False,,2.3154,93,0.4194,0,True,38,19.5,0.01151,0.20551,1;38
predict,16,9016,False,True,timeout,22.8614,301,0.8538,0,True,245,85.667,0.011,0.13039,11;1;245
predict,17,9017,False,True,timeout,107.2563,301,0.8904,0,True,262,134.0,0.01037,0.14628,6;262
predict,18,9018,False,False,timeout,107.0651,301,0.9502,0,True,169,71.5,0.0116,0.20437,1;7;109;169
predict,19,9019,True,False,,4.8698,78,0.4744,0,True,28,12.333,0.01053,0.18675,7;2;28
predict,20,9020,False,True,timeout,132.786,301,0.9336,0,True,266,93.667,0.01784,0.27506,4;11;266
predict,21,9021,False,False,timeout,17.8831,301,0.0598,0,True,13,9.0,0.02666,0.37882,5;13
predict,22,9022,False,True,below_platform,47.0951,118,0.5508,0,True,65,65.0,0.00869,0.21402,65
predict,23,9023,True,False,,3.8111,218,0.1239,0,True,25,13.5,0.01118,0.18344,2;25
predict,24,9024,False,False,timeout,75.5372,301,0.8605,0,True,251,129.5,0.01061,0.15256,8;251
predict,25,9025,False,True,timeout,12.9811,301,0.8704,0,True,258,131.0,0.01563,0.21704,4;258
predict,26,9026,True,False,,4.4288,80,0.4375,0,True,35,35.0,0.01502,0.20379,35
predict,27,9027,False,False,timeout,214.1244,301,0.7874,0,True,236,118.5,0.01205,0.19108,1;236
predict,28,9028,True,False,,3.3124,84,0.4048,0,True,24,11.333,0.01168,0.22949,9;1;24
predict,29,9029,True,False,,9.1102,80,0.35,0,True,26,9.333,0.01,0.17047,1;1;26
predict,30,9030,True,False,,6.1151,76,0.3947,0,True,23,10.0,0.01063,0.18551,4;3;23
predict,31,9031,False,True,below_platform,38.2586,177,0.8644,0,True,150,76.5,0.01896,0.16852,3;150
predict,32,9032,False,True,timeout,84.5074,301,0.8073,0,True,243,243.0,0.01095,0.16732,243
predict,33,9033,False,True,timeout,17.8164,301,0.8704,0,True,258,131.0,0.01596,0.24814,4;258
predict,34,9034,True,False,,5.1422,81,0.358,0,True,29,29.0,0.01114,0.16618,29
predict,35,9035,False,False,timeout,34.9578,301,0.8472,0,True,196,42.5,0.01572,0.1463,2;4;2;1;196;50
predict,36,9036,True,False,,5.7163,281,0.8719,0,True,185,61.25,0.01424,0.19725,3;1;185;56
predict,37,9037,False,True,below_platform,50.4967,280,0.9464,0,True,254,132.5,0.01365,0.20662,11;254
predict,38,9038,False,True,timeout,12.5314,301,0.8173,0,True,166,123.0,0.01675,0.22049,166;80
predict,39,9039,True,False,,5.4457,79,0.5316,0,True,39,14.0,0.01877,0.14409,1;2;39
predict,40,9040,True,False,,5.1478,93,0.5806,0,True,54,54.0,0.01367,0.16508,54
predict,41,9041,True,False,,5.4856,86,0.4186,0,True,36,36.0,0.01205,0.18712,36
predict,42,9042,False,True,timeout,73.5436,301,0.8937,0,True,265,134.5,0.01579,0.21757,4;265
predict,43,9043,True,False,,6.7756,106,0.3868,0,True,34,10.25,0.01203,0.1899,3;3;1;34
predict,44,9044,False,False,timeout,22.4621,301,0.8538,0,True,192,128.5,0.01266,0.18177,192;65
predict,45,9045,True,False,,8.4395,224,0.7946,0,True,107,35.6,0.01464,0.14899,5;6;6;107;54
predict,46,9046,True,False,,4.3586,75,0.5067,0,True,28,12.667,0.01299,0.13933,7;3;28
predict,47,9047,True,False,,6.016,185,0.4324,0,True,71,20.0,0.01309,0.2718,4;3;2;71
predict,48,9048,False,True,below_platform,44.1262,166,0.6627,0,True,107,55.0,0.01319,0.15413,3;107
predict,49,9049,False,True,below_platform,48.8205,135,0.6444,0,True,87,87.0,0.01086,0.21489,87
