episode,step,height_above_pad,horizontal_error,cam_u,cam_v,corners_in_frame,fully_in_frame,centre_in_frame,px_per_cell,loss_cause,aruco_detected,aruco_pos_err
3,29,0.34489,0.12342,-0.1342,-0.3248,4,True,True,8.07,,True,0.01427068215730832
3,30,0.33849,0.11957,-0.1296,-0.3298,4,True,True,8.27,,True,0.01266788868249061
3,31,0.33203,0.116,-0.1156,-0.3266,4,True,True,8.44,,True,0.012007670183008863
3,32,0.32535,0.11274,-0.14,-0.3494,4,True,True,8.97,,True,0.011777263391578151
3,33,0.31872,0.10958,-0.1737,-0.3612,4,True,True,9.17,,True,0.010705766214824981
3,34,0.31229,0.10626,-0.1795,-0.3248,4,True,True,8.98,,True,0.011317125351119341
3,35,0.30603,0.10294,-0.1867,-0.2966,4,True,True,9.28,,True,0.011422524900825163
3,36,0.29978,0.09981,-0.2238,-0.3192,4,True,True,9.57,,True,0.0105005344135592
3,37,0.29333,0.09662,-0.2608,-0.3375,4,True,True,10.09,,True,0.009615051772910525
3,38,0.28676,0.093,-0.271,-0.303,4,True,True,10.38,,True,0.008210639165720738
3,39,0.28019,0.08902,-0.275,-0.2686,4,True,True,10.76,,True,0.00965183399646728
3,40,0.2736,0.0849,-0.2729,-0.2353,4,True,True,10.73,,True,0.010205827904945978
3,41,0.26691,0.08082,-0.2554,-0.2046,4,True,True,10.68,,True,0.008737333244372054
3,42,0.26036,0.07707,-0.2584,-0.1577,4,True,True,11.09,,True,0.008502798889071123
3,43,0.25387,0.07391,-0.2918,-0.1161,4,True,True,11.66,,True,0.009922449189074622
3,44,0.24727,0.0713,-0.308,-0.0799,4,True,True,11.75,,True,0.0069783482550482365
3,45,0.24057,0.06918,-0.284,-0.0463,4,True,True,11.87,,True,0.006976027975636785
3,46,0.23408,0.06776,-0.2671,0.0001,4,True,True,12.19,,True,0.008876311591216997
3,47,0.22787,0.06724,-0.2929,0.0369,4,True,True,12.75,,True,0.00868505779843119
3,48,0.22147,0.06738,-0.3648,0.0213,3,False,True,13.42,tilt,False,nan
3,49,0.21481,0.06757,-0.437,0.0076,2,False,True,14.77,tilt,False,nan
3,50,0.20805,0.06717,-0.4671,0.0449,2,False,True,15.6,too_close,False,nan
