episode,step,height_above_pad,horizontal_error,cam_u,cam_v,corners_in_frame,fully_in_frame,centre_in_frame,px_per_cell,loss_cause,aruco_detected,aruco_pos_err
0,69,0.11579,0.10936,-1.0543,0.2685,1,False,False,27.2,lateral,False,nan
0,70,0.10819,0.10529,-1.0608,0.3077,1,False,False,29.95,lateral,False,nan
0,71,0.1006,0.1012,-1.1254,0.3636,1,False,False,33.0,lateral,False,nan
0,72,0.09295,0.09701,-1.18,0.4099,0,False,False,35.56,lateral,False,nan
0,73,0.08523,0.09266,-1.178,0.4315,0,False,False,37.97,lateral,False,nan
0,74,0.07742,0.08835,-1.2104,0.494,0,False,False,42.77,lateral,False,nan
0,75,0.06968,0.08422,-1.3326,0.6133,0,False,False,53.91,lateral,False,nan
0,76,0.06228,0.08016,-1.4475,0.6715,0,False,False,61.71,lateral,False,nan
0,77,0.05471,0.07613,-1.6137,0.6472,0,False,False,67.95,lateral,False,nan
0,78,0.04688,0.07224,-1.9599,0.6858,0,False,False,90.01,lateral,False,nan
0,79,0.03925,0.06847,-2.3424,0.7818,0,False,False,115.82,lateral,False,nan
0,80,0.03132,0.06489,-2.7248,0.7801,0,False,False,116.99,lateral,False,nan
0,81,0.02306,0.06196,-3.7866,0.7309,0,False,False,284.86,lateral,False,nan
0,82,0.01586,0.0601,-9.273,1.1166,0,False,False,985.91,lateral,False,nan
0,83,0.01266,0.05912,-27.9382,2.486,0,False,False,1794.97,behind,False,nan
1,1,0.49737,0.13959,0.1372,0.2469,4,True,True,5.58,,True,0.01887939027454827
1,2,0.49185,0.13382,0.1302,0.2023,4,True,True,5.67,,True,0.01679908708903852
1,3,0.48588,0.12842,0.0959,0.1624,4,True,True,5.63,,True,0.016931157992379216
1,4,0.48024,0.12386,0.0664,0.1645,4,True,True,5.75,,True,0.011841419923753158
1,5,0.47427,0.12021,0.0584,0.1698,4,True,True,5.77,,True,0.015251747254974676
1,6,0.46786,0.1174,0.039,0.1556,4,True,True,5.84,,True,0.019700930037653656
1,7,0.46184,0.11564,0.0089,0.1582,4,True,True,5.95,,True,0.018777272508775474
1,8,0.45584,0.11498,-0.0008,0.2006,4,True,True,6.15,,True,0.011948378119683842
1,9,0.4493,0.11511,0.0186,0.2427,4,True,True,6.15,,True,0.009049573326764367
1,10,0.4426,0.11559,0.0364,0.2501,4,True,True,6.15,,True,0.013098031692863877
1,11,0.43617,0.11629,0.03,0.2602,4,True,True,6.38,,True,0.011956075634696707
1,12,0.42974,0.11721,0.0264,0.2658,4,True,True,6.59,,True,0.014233029302860679
1,13,0.42337,0.11841,0.0499,0.2715,4,True,True,6.56,,True,0.008591772469427399
1,14,0.41707,0.11988,0.0737,0.2707,4,True,True,6.55,,True,0.01261557627781056
